state_code,district_code,district_sort,district_label,candidate_count,major_party_candidate_count,total_itemized_receipts,tech_itemized_receipts,tech_itemized_donors,ie_support_total,ie_oppose_total,tech_funded_ie_support_total,tech_funded_ie_oppose_total,dem_tech_itemized_receipts,rep_tech_itemized_receipts,ie_net_support,tech_funded_ie_net_support,top_candidate_name,top_candidate_party,top_candidate_tech_itemized_receipts,dem_candidate_name,rep_candidate_name,other_candidate_names,pct_dem,pct_rep,party_label
NC,01,1,NC-01,6,5,5010419,42333,40.0,2873371,11075147,766042,10730082,41823,510,-8201776,-9964040,"DAVIS, DON",D,41823,"DAVIS, DON","BUCKHOUT, LAURIE","BAILEY, TOM",98.79526610445751,1.2047338955424847,D
NC,02,2,NC-02,10,7,1053297,5950,5.0,10753,0,0,0,5950,0,10753,0,"ROSS, DEBORAH",D,5950,"ROSS, DEBORAH","DOUGLASS, EUGENE FARLEY DR","GANORKAR, MAHESH",100.0,0.0,D
NC,03,3,NC-03,3,2,805743,0,0.0,0,0,0,0,0,0,0,0,"MURPHY, GREGORY FRANCIS DR.",R,0,,"MURPHY, GREGORY FRANCIS DR.",,,,Unknown
NC,04,4,NC-04,4,3,224558,400,1.0,-20049,0,-22980,0,400,0,-20049,-22980,"FOUSHEE, VALERIE",D,400,"FOUSHEE, VALERIE","BLANKENBURG, ERIC",,100.0,0.0,D
NC,05,5,NC-05,3,3,1766353,425,2.0,1129,0,0,0,425,0,1129,0,"HUBBARD, CHUCK",D,425,"HUBBARD, CHUCK","MAYBERRY, RYAN",,100.0,0.0,D
NC,06,6,NC-06,9,8,2663884,750,1.0,708583,2096954,3727,1183656,0,750,-1388371,-1179929,"WALKER, BRADLEY MARK MR.",R,750,"MANNING, KATHY","WALKER, BRADLEY MARK MR.",,0.0,100.0,R
NC,07,7,NC-07,4,3,718010,208,1.0,0,10406,0,10406,0,208,-10406,-10406,"ROUZER, DAVID",R,208,"PRIDGEN, MARLANDO","ROUZER, DAVID",,0.0,100.0,R
NC,08,8,NC-08,9,9,1172468,3000,1.0,608447,42050,1508,0,0,3000,566397,1508,"BRADFORD, JOHN R III",R,3000,"DUES, JUSTIN E","BRADFORD, JOHN R III",,0.0,100.0,R
NC,09,9,NC-09,4,3,2536101,19271,10.0,436,0,0,0,0,17500,436,0,"HUDSON, RICHARD L. JR.",R,17500,"BRISTOW, NIGEL WILLIAM","HUDSON, RICHARD L. JR.","ETCHISON, SHELANE",0.0,100.0,R
NC,10,10,NC-10,11,8,1727511,20050,6.0,1150111,1182593,454579,0,0,20050,-32482,454579,"MCHENRY, PATRICK TIMOTHY",R,19800,"SCOTT, RALPH R MR. JR.","MCHENRY, PATRICK TIMOTHY","FELDMAN, STEVEN; HELM, MARSHALL TODD; WARREN, DARREN",0.0,100.0,R
NC,11,11,NC-11,3,3,902980,250,1.0,13373,0,0,0,250,0,13373,0,"RUDOW, CALEB",D,250,"RUDOW, CALEB","EDWARDS, CHUCK",,100.0,0.0,D
NC,12,12,NC-12,2,2,194483,0,0.0,1750,0,0,0,0,0,1750,0,"ADAMS, ALMA SHEALEY",D,0,"ADAMS, ALMA SHEALEY","ALI, ADDUL RAHMAN EL",,,,Unknown
NC,13,13,NC-13,20,20,4269640,7700,8.0,1862171,1801303,312772,0,0,7700,60868,312772,"KNOTT, BRAD",R,6050,"NICKEL, WILEY","KNOTT, BRAD",,0.0,100.0,R
NC,14,14,NC-14,7,7,2243192,8050,7.0,676082,0,0,0,2250,5800,676082,0,"MOORE, TIM",R,5800,"JACKSON, JEFF","MOORE, TIM",,27.95031055900621,72.04968944099379,R
ND,AL,0,ND-AL,10,8,2275283,7010,8.0,1390143,1564299,72422,463309,1210,5800,-174156,-390887,"ARMSTRONG, KELLY",R,5800,"HAMMER, TRYGVE","ARMSTRONG, KELLY","GRAYSON, RICHARD",17.261055634807416,82.73894436519258,R
NE,01,1,NE-01,4,4,1051468,6600,2.0,143049,0,0,0,0,6600,143049,0,"FLOOD, MIKE",R,6600,"BLOOD, CAROL","FLOOD, MIKE",,0.0,100.0,R
NE,02,2,NE-02,4,3,8065007,74725,55.0,5090516,16012522,1997460,14000740,59555,15170,-10922006,-12003280,"VARGAS, ANTHONY 'TONY'",D,59555,"VARGAS, ANTHONY 'TONY'","BACON, DONALD J","BERA, GARY",79.69889595182336,20.301104048176647,D
NE,03,3,NE-03,5,5,461529,4300,2.0,15478,0,0,0,0,4300,15478,0,"SMITH, ADRIAN",R,4300,"ELSE, DAVID","SMITH, ADRIAN",,0.0,100.0,R
NH,01,1,NH-01,10,10,3546755,27060,19.0,352572,0,181627,0,26600,460,352572,181627,"PAPPAS, CHRIS",D,26600,"PAPPAS, CHRIS","PRESCOTT, RUSSELL",,98.30007390983,1.6999260901699924,D
NH,02,2,NH-02,23,22,6317443,95625,46.0,1393721,556581,859204,455149,91800,3825,837140,404055,"GOODLANDER, MAGGIE",D,78950,"GOODLANDER, MAGGIE","WILLIAMS, LILY TANG",,96.0,4.0,D
NJ,01,1,NJ-01,8,5,1062715,3800,2.0,2510,0,2500,0,3800,0,2510,2500,"NORCROSS, DONALD W",D,3800,"NORCROSS, DONALD W","GALDO, DAMON M",,100.0,0.0,D
NJ,02,2,NJ-02,7,6,2659241,12668,7.0,3900,0,0,0,12418,250,3900,0,"SALERNO, JOE",D,12418,"SALERNO, JOE","VAN DREW, JEFF MR","CANNAVO, THOMAS",98.02652352383959,1.9734764761604042,D
NJ,03,3,NJ-03,15,11,1262569,5550,3.0,716302,0,401868,0,3550,2000,716302,401868,"CONAWAY, HERB MD",D,3550,"CONAWAY, HERB MD","MOHAN, RAJESH","RUSSOMANNO, CHRISTOPHER; WELZER, STEVEN; WYNN, DOUGLAS",63.96396396396396,36.03603603603604,Mixed
NJ,04,4,NJ-04,10,6,374524,750,2.0,129948,0,0,0,250,500,129948,0,"SMITH, CHRISTOPHER H",R,500,"JENKINS, MATTHEW","SMITH, CHRISTOPHER H","BENDAR, BARRY D; ROSSI, AIDAN PATRICK MR",33.33333333333333,66.66666666666666,Mixed
NJ,05,5,NJ-05,7,4,6587520,68539,21.0,244471,0,122688,0,68539,0,244471,122688,"GOTTHEIMER, JOSH",D,68539,"GOTTHEIMER, JOSH","GUINCHARD, MARY JO-ANN",,100.0,0.0,D
NJ,06,6,NJ-06,9,5,1332942,19500,11.0,263,0,0,0,19500,0,263,0,"PALLONE, FRANK JR",D,19500,"PALLONE, FRANK JR","FEGLER, SCOTT MICHAEL MR.","AKHTAR, FAHAD; MALDONADO, JUSTIN JUN",100.0,0.0,D
NJ,07,7,NJ-07,8,6,7655476,66787,51.0,2312503,10492169,2148382,10343663,63187,3600,-8179666,-8195281,"ALTMAN, SUSAN COPIUS",D,46187,"ALTMAN, SUSAN COPIUS","KEAN, THOMAS H. JR.","BLACK, ANDREW; LEGUIA, LANA",94.60972943836376,5.390270561636246,D
NJ,08,8,NJ-08,9,5,3615982,19083,27.0,863560,972845,544755,575595,19083,0,-109285,-30840,"BHALLA, RAVI",D,16083,"BHALLA, RAVI","VALDES, ANTHONY",,100.0,0.0,D
NJ,09,9,NJ-09,12,9,1287478,3500,3.0,80975,0,0,0,3500,0,80975,0,"PASCRELL, WILLIAM J. JR.",D,2000,"PASCRELL, WILLIAM J. JR.","PREMPEH, WILLIAM SREBOE","TAYLOR, BENJAMIN",100.0,0.0,D
NJ,10,10,NJ-10,21,15,848581,832,1.0,1690,0,0,0,832,0,1690,0,"GORDON, ALBERTA",D,832,"GORDON, ALBERTA","BUCCO, CARMEN","SERRANO, JON CARLOS MR.",100.0,0.0,D
NJ,11,11,NJ-11,8,6,2749279,36943,16.0,7011,0,0,0,36943,0,7011,0,"SHERRILL, MIKIE",D,36943,"SHERRILL, MIKIE","BARSOOM, RAAFAT",,100.0,0.0,D
NJ,12,12,NJ-12,7,5,416817,750,2.0,10,0,0,0,750,0,10,0,"COLEMAN, BONNIE WATSON",D,750,"COLEMAN, BONNIE WATSON","EDITH COKER, SHOLA",,100.0,0.0,D
NM,01,1,NM-01,4,3,760044,3300,1.0,50633,700,50569,0,3300,0,49933,50569,"STANSBURY, MELANIE",D,3300,"STANSBURY, MELANIE","JONES, STEVE","ARAGON, EDDY",100.0,0.0,D
NM,02,2,NM-02,2,2,6403250,38302,30.0,1747426,14803871,1118603,14034489,38302,0,-13056445,-12915886,"VASQUEZ, GABRIEL",D,38302,"VASQUEZ, GABRIEL","HERRELL, STELLA YVETTE",,100.0,0.0,D
NM,03,3,NM-03,2,2,1499626,3300,1.0,2791,0,0,0,3300,0,2791,0,"LEGER FERNANDEZ, TERESA",D,3300,"LEGER FERNANDEZ, TERESA","CLAHCHISCHILLIAGE, SHARON",,100.0,0.0,D
NV,01,1,NV-01,12,6,1682619,12684,10.0,586443,1,434455,0,12334,350,586442,434455,"TITUS, DINA",D,12334,"TITUS, DINA","LARSEN, FLEMMING","QUINCE, RONALD",97.24061810154525,2.759381898454746,D
NV,02,2,NV-02,7,3,687519,500,1.0,32997,10830,4090,0,0,500,22167,4090,"AMODEI, MARK EUGENE",R,500,,"AMODEI, MARK EUGENE","KIDD, GREG",0.0,100.0,R
NV,03,3,NV-03,11,10,4674801,48696,23.0,467118,572190,6259,563561,44646,4050,-105072,-557302,"LEE, SUSIE",D,44646,"LEE, SUSIE","JOHNSON, DREW",,91.68309512074913,8.316904879250862,D
NV,04,4,NV-04,11,5,3977617,49900,16.0,2874680,205294,2343035,0,49900,0,2669386,2343035,"HORSFORD, STEVEN ALEXZANDER",D,49900,"HORSFORD, STEVEN ALEXZANDER","LEE, JOHN",,100.0,0.0,D
NY,01,1,NY-01,15,10,6765386,55760,26.0,2884589,1520972,2592635,1519195,54760,1000,1363617,1073440,"AVLON, JOHN",D,39310,"AVLON, JOHN","NICK, LALOTA","FOTI, DANIEL PETER; KALATA, RYAN MICHAEL",98.20659971305595,1.7934002869440457,D
NY,02,2,NY-02,4,3,1790769,16750,8.0,143107,0,0,0,6900,9850,143107,0,"GARBARINO, ANDREW",R,9850,"LUBIN, ROB","GARBARINO, ANDREW",,41.19402985074627,58.805970149253724,Mixed
NY,03,3,NY-03,23,21,10441567,103019,49.0,5148895,17196426,4012758,15674850,98219,4800,-12047531,-11662092,"SUOZZI, THOMAS",D,68219,"SUOZZI, THOMAS","TOES, JIM MR.","NAPPO, MATTHEW J MR.",95.34066531416535,4.659334685834652,D
NY,04,4,NY-04,8,8,2147421,0,0.0,661091,10528350,492726,10253164,0,0,-9867259,-9760438,"DESPOSITO, ANTHONY P",R,0,"DENENBERG, DAVID W","DESPOSITO, ANTHONY P",,,,Unknown
NY,05,5,NY-05,4,3,1103780,13650,3.0,46170,0,46160,0,13650,0,46170,46160,"MEEKS, GREGORY W.",D,13650,"MEEKS, GREGORY W.","KING, PAUL","HAVENS, KHALIF",100.0,0.0,D
NY,06,6,NY-06,5,4,1478997,7850,7.0,10,0,0,0,7850,0,10,0,"MENG, GRACE",D,7850,"MENG, GRACE","CHOU, JOSEPH","CHOWDHURY, MOHAMMED MOHIUDDIN",100.0,0.0,D
NY,07,7,NY-07,2,2,259365,0,0.0,10,0,0,0,0,0,10,0,"VELAZQUEZ, NYDIA M.",D,0,"VELAZQUEZ, NYDIA M.","KREGLER, WILLIAM",,,,Unknown
NY,08,8,NY-08,3,3,6711404,63376,33.0,5680,0,5650,0,63376,0,5680,5650,"JEFFRIES, HAKEEM",D,63376,"JEFFRIES, HAKEEM",,,100.0,0.0,D
NY,09,9,NY-09,3,3,286773,5775,5.0,0,0,0,0,5775,0,0,0,"CLARKE, YVETTE D",D,5775,"CLARKE, YVETTE D","AZUMAH, JOEL",,100.0,0.0,D
NY,10,10,NY-10,6,5,2541872,31000,19.0,150863,0,0,0,31000,0,150863,0,"GOLDMAN, DANIEL",D,30750,"GOLDMAN, DANIEL","DODENHOFF, ALEXANDER","BRISCOE, PAUL J.",100.0,0.0,D
NY,11,11,NY-11,4,4,1369807,10,1.0,10000,0,0,0,0,10,10000,0,"MALLIOTAKIS, NICOLE",R,10,"BLAS, SARAH","MALLIOTAKIS, NICOLE",,0.0,100.0,R
NY,12,12,NY-12,3,3,642037,3800,2.0,10,0,0,0,3800,0,10,0,"NADLER, JERROLD L",D,3800,"NADLER, JERROLD L","ZUMBLUSKAS, MICHAEL",,100.0,0.0,D
NY,13,13,NY-13,3,3,969101,0,0.0,29344,0,0,0,0,0,29344,0,"ESPAILLAT, ADRIANO",D,0,"ESPAILLAT, ADRIANO",,,,,Unknown
NY,14,14,NY-14,7,7,4785848,70988,175.0,41112,54179,0,0,70988,0,-13067,0,"OCASIO-CORTEZ, ALEXANDRIA",D,70738,"OCASIO-CORTEZ, ALEXANDRIA","BRUNETTIIS, STEFANIA MS.",,100.0,0.0,D
NY,15,15,NY-15,3,2,5822752,94730,38.0,400362,0,63084,0,94730,0,400362,63084,"TORRES, RITCHIE JOHN",D,94730,"TORRES, RITCHIE JOHN",,"VEGA, JOSE DAVID",100.0,0.0,D
NY,16,16,NY-16,7,7,9453205,75203,91.0,7452289,13183716,7337105,13183716,75203,0,-5731427,-5846611,"BOWMAN, JAMAAL",D,55653,"BOWMAN, JAMAAL","BRAME, MADELINE",,100.0,0.0,D
NY,17,17,NY-17,5,4,9889568,103920,70.0,6958129,19518814,4535675,19400909,84487,19433,-12560685,-14865234,"JONES, MONDAIRE",D,83137,"JONES, MONDAIRE","LAWLER, MICHAEL VINCENT","FRASCONE, ANTHONY",81.30003849114703,18.699961508852965,D
NY,18,18,NY-18,4,4,6185380,119935,40.0,4603345,4035113,3790302,3695940,119935,0,568232,94362,"RYAN, PATRICK",D,119935,"RYAN, PATRICK","ESPOSITO, ALISON",,100.0,0.0,D
NY,19,19,NY-19,5,4,7638446,103316,67.0,8518108,22494958,6280414,20854628,102602,714,-13976850,-14574214,"RILEY, JOSH",D,102602,"RILEY, JOSH","MOLINARO, MARCUS J.",,99.30891633435286,0.6910836656471407,D
NY,20,20,NY-20,8,8,411191,0,0.0,682,0,0,0,0,0,682,0,"TONKO, PAUL DAVID",D,0,"TONKO, PAUL DAVID","WALTZ, KEVIN M.",,,,Unknown
NY,21,21,NY-21,5,4,2963248,1727,3.0,0,0,0,0,1167,560,0,0,"COLLINS, PAULA",D,1167,"COLLINS, PAULA","STEFANIK, ELISE M.",,67.57382744643891,32.42617255356109,Mixed
NY,22,22,NY-22,7,6,4616970,71125,48.0,3867424,8293446,2405595,7599760,57469,13656,-4426022,-5194165,"MANNION, JOHN W",D,49835,"MANNION, JOHN W","WILLIAMS, BRANDON MCDONALD","GOWETT, CHRISTOPHER JAMES",80.80000000000001,19.2,D
NY,23,23,NY-23,2,2,828326,0,0.0,0,0,0,0,0,0,0,0,"CARLE, THOMAS A",D,0,"CARLE, THOMAS A","LANGWORTHY, NICK",,,,Unknown
NY,24,24,NY-24,4,4,1145143,8400,2.0,1302,210,0,0,0,8400,1092,0,"TENNEY, CLAUDIA",R,8400,"WAGENHAUSER, DAVID","TENNEY, CLAUDIA",,0.0,100.0,R
NY,25,25,NY-25,2,2,458307,0,0.0,0,0,0,0,0,0,0,0,"MORELLE, JOSEPH D",D,0,"MORELLE, JOSEPH D","SADWICK, GREGG ANTHONY MR",,,,Unknown
NY,26,26,NY-26,7,6,1953390,9384,7.0,68984,0,0,0,9384,0,68984,0,"KENNEDY, TIMOTHY",D,9384,"KENNEDY, TIMOTHY","DICKSON, GARY A","SPEAKER, JAMES PAUL",100.0,0.0,D
OH,01,1,OH-01,3,2,2967425,12333,9.0,522726,29070,460108,29070,11583,750,493656,431038,"LANDSMAN, GREG",D,11583,"LANDSMAN, GREG","SONZA, ORLANDO",,93.91875456093408,6.0812454390659205,D
OH,02,2,OH-02,18,17,2167280,10342,7.0,851555,39149,223729,0,0,10342,812406,223729,"ANTANI, NIRAJ JAIMINI",R,6001,"MEADOWS, SAMANTHA","ANTANI, NIRAJ JAIMINI",,0.0,100.0,R
OH,03,3,OH-03,3,3,464617,500,1.0,1330,0,1320,0,500,0,1330,1320,"BEATTY, JOYCE",D,500,"BEATTY, JOYCE","YOUNG, MICHAEL",,100.0,0.0,D
OH,04,4,OH-04,6,6,5063545,4587,13.0,6619,14241,4312,5075,2175,2412,-7622,-763,"JORDAN, JAMES D.",R,2412,"WILSON, TAMARA","JORDAN, JAMES D.",,47.41661216481361,52.5833878351864,Mixed
OH,05,5,OH-05,5,4,630822,6600,2.0,6196,0,1719,0,0,6600,6196,1719,"LATTA, ROBERT EDWARD",R,6600,"MUNDY, KEITH FRANCIS","LATTA, ROBERT EDWARD",,0.0,100.0,R
OH,06,6,OH-06,20,10,1394297,520,1.0,111287,153734,105641,0,0,520,-42447,105641,"RULLI, MICHAEL",R,520,"FINZER, RYLAN ZACHARY","RULLI, MICHAEL","FARMS, WILLIAM; LAFONT, CHRISTOPHER ALEXANDER",0.0,100.0,R
OH,07,7,OH-07,6,4,1581771,2500,3.0,131946,19250,20724,19250,0,2500,112696,1474,"MILLER, MAX",R,2500,"DIEMER, MATTHEW","MILLER, MAX","KUCINICH, DENNIS; KUCINICH, DENNIS J",0.0,100.0,R
OH,08,8,OH-08,5,5,347226,9900,2.0,6407,0,2600,0,0,9900,6407,2600,"DAVIDSON, WARREN",R,9900,"ENOCH, VANESSA L. DR.","DAVIDSON, WARREN",,0.0,100.0,R
OH,09,9,OH-09,8,6,4002411,29067,24.0,4015785,14380404,3200008,13395079,28067,1000,-10364619,-10195071,"KAPTUR, MARCY HON. M.C.",D,28067,"KAPTUR, MARCY HON. M.C.","MERRIN, DEREK","PASTORIUS, DAVID A MR.; PRUSS, TOM",96.55967248082017,3.440327519179826,D
OH,10,10,OH-10,6,5,715815,30550,12.0,3807,0,0,0,250,30300,3807,0,"TURNER, MICHAEL R REP.",R,30300,"COX, AMY","TURNER, MICHAEL R REP.","HARBAUGH, MICHAEL ROBERT",0.8183306055646482,99.18166939443536,R
OH,11,11,OH-11,9,5,576837,60,1.0,1743,0,233,0,60,0,1743,233,"BROWN, M SHONTEL",D,60,"BROWN, M SHONTEL","HEMPHILL, JAMES TERRELLE","FREEMAN, SEAN",100.0,0.0,D
OH,12,12,OH-12,2,2,1006015,8700,4.0,5497,0,1690,0,600,8100,5497,1690,"BALDERSON, WILLIAM TROY",R,8100,"CHRISTIAN, JERRAD SHANE","BALDERSON, WILLIAM TROY",,6.896551724137931,93.10344827586206,R
OH,13,13,OH-13,8,5,3872084,27275,23.0,2886022,13460555,1726374,13219716,26525,750,-10574533,-11493342,"SYKES, EMILIA",D,26525,"SYKES, EMILIA","COUGHLIN, KEVIN","MORCKEL, RICHARD A MR.",97.25022914757103,2.749770852428964,D
OH,14,14,OH-14,4,4,790736,13200,2.0,34719,0,0,0,0,13200,34719,0,"JOYCE, DAVID P.",R,13200,,"JOYCE, DAVID P.",,0.0,100.0,R
OH,15,15,OH-15,4,4,1093651,7050,6.0,3463,0,1146,0,1750,5300,3463,1146,"CAREY, MIKE",R,5300,"ABID, ZERQA","CAREY, MIKE",,24.822695035460992,75.177304964539,R
OK,01,1,OK-01,6,5,869840,1525,3.0,0,0,0,0,275,1000,0,0,"HERN, KEVIN",R,1000,"BAKER, DENNIS","HERN, KEVIN","SANDERS, MARK DAVID GARCIA",21.568627450980394,78.43137254901961,R
OK,02,2,OK-02,4,2,226072,0,0.0,6465,0,6465,0,0,0,6465,6465,"BRECHEEN, JOSH",R,0,"WADE, BRANDON KEITH","BRECHEEN, JOSH","HOPKINS, RONNIE",,,Unknown
OK,03,3,OK-03,4,4,585494,6600,1.0,49852,0,0,0,0,6600,49852,0,"LUCAS, FRANK D.",R,6600,,"LUCAS, FRANK D.",,0.0,100.0,R
OK,04,4,OK-04,9,6,3166251,14900,4.0,299607,3430102,51267,345600,3300,11600,-3130495,-294333,"COLE, TOM",R,11600,"MACAULAY, KODY CRAIG","COLE, TOM",,22.14765100671141,77.85234899328859,R
OK,05,5,OK-05,2,2,1189996,13400,8.0,0,0,0,0,2500,10900,0,0,"BICE, STEPHANIE",R,10900,"HORN, MADISON","BICE, STEPHANIE",,18.65671641791045,81.34328358208955,R
OR,01,1,OR-01,5,4,347096,250,1.0,12157,0,0,0,250,0,12157,0,"BONAMICI, SUZANNE MS.",D,250,"BONAMICI, SUZANNE MS.",,"CHRISTMAN, JOSEPH WILLIAM",100.0,0.0,D
OR,02,2,OR-02,6,5,484870,500,1.0,1040,0,0,0,500,0,1040,0,"RUBY, DANIEL",D,500,"RUBY, DANIEL","BENTZ, CLIFF","STETTLER, MICHAEL",100.0,0.0,D
OR,03,3,OR-03,17,14,2975798,21510,23.0,2537940,3245812,2381057,0,21510,0,-707872,2381057,"JAYAPAL, SUSHEELA",D,13460,"JAYAPAL, SUSHEELA","HARBOUR, JOANNA","MEYER, JOE",100.0,0.0,D
OR,04,4,OR-04,7,5,1831194,2835,3.0,17737,217851,0,140811,2835,0,-200114,-140811,"HOYLE, VALERIE",D,2835,"HOYLE, VALERIE","COURSER, AMY RYAN",,100.0,0.0,D
OR,05,5,OR-05,13,7,7630477,101607,108.0,8027155,18131412,6097480,17494476,101607,0,-10104257,-11396996,"BYNUM, JANELLE",D,95557,"BYNUM, JANELLE","CHAVEZ-DEREMER, LORI","AASEN, ANDREW J; FEINTECH, SONJA; HAUTH, KURT PATRICK MR; SMITH, BRETT; TOWNSEND, ANDREA THOM",100.0,0.0,D
OR,06,6,OR-06,7,7,3591846,28854,27.0,33413,610018,3704,509235,28854,0,-576605,-505531,"SALINAS, ANDREA",D,28854,"SALINAS, ANDREA","ERICKSON, MIKE",,100.0,0.0,D
PA,01,1,PA-01,7,6,5268115,69341,38.0,965657,363948,262244,4040,36341,33000,601709,258204,"EHASZ, ASHLEY",D,36341,"EHASZ, ASHLEY","FITZPATRICK, BRIAN",,52.409108608182756,47.59089139181725,Mixed
PA,02,2,PA-02,3,3,625874,10300,7.0,3672,209,2931,0,10300,0,3463,2931,"BOYLE, BRENDAN F",D,10300,"BOYLE, BRENDAN F","BASHIR, AARON",,100.0,0.0,D
PA,03,3,PA-03,2,2,288875,0,0.0,19893,209,431,0,0,0,19684,431,"EVANS, DWIGHT",D,0,"EVANS, DWIGHT",,,,,Unknown
PA,04,4,PA-04,5,4,670369,762,1.0,1310,209,0,0,762,0,1101,0,"DEAN, MADELEINE",D,762,"DEAN, MADELEINE","WINKLER, DAVID JOHN MR.","KELLER, CHUCK",100.0,0.0,D
PA,05,5,PA-05,3,3,710881,280,1.0,1833,209,0,0,280,0,1624,0,"SCANLON, MARY GAY",D,280,"SCANLON, MARY GAY","DEVAUGHN-GOODWIN, ALFEIA",,100.0,0.0,D
PA,06,6,PA-06,2,2,1198836,26000,8.0,47177,209,2500,0,26000,0,46968,2500,"HOULAHAN, CHRISSY",D,26000,"HOULAHAN, CHRISSY","YOUNG, NEIL CARLIN MR. JR.",,100.0,0.0,D
PA,07,7,PA-07,7,6,6290204,71488,54.0,5946631,20390490,4136782,19977940,67688,3800,-14443859,-15841158,"WILD, SUSAN",D,67688,"WILD, SUSAN","MACKENZIE, RYAN EDWARD","SHUPE, LEWIS",94.68442256042972,5.315577439570277,D
PA,08,8,PA-08,3,3,6378285,50252,36.0,1906002,17385149,1520062,17101266,46952,3300,-15479147,-15581204,"CARTWRIGHT, MATTHEW A.",D,46952,"CARTWRIGHT, MATTHEW A.","BRESNAHAN, ROB",,93.43309719016159,6.566902809838414,D
PA,09,9,PA-09,2,2,868673,0,0.0,5412,1123,2610,0,0,0,4289,2610,"MEUSER, DANIEL",R,0,"WALDMAN, AMANDA","MEUSER, DANIEL",,,,Unknown
PA,10,10,PA-10,8,8,6946408,37287,35.0,1846980,12029605,756962,7654765,36387,900,-10182625,-6897803,"STELSON, JANELLE",D,30945,"STELSON, JANELLE","PERRY, SCOTT",,97.58629012792662,2.4137098720733765,D
PA,11,11,PA-11,5,5,291100,0,0.0,2186,0,1841,0,0,0,2186,1841,"SMUCKER, LLOYD K.",R,0,"ATKINSON, JAMES FREDRICK","SMUCKER, LLOYD K.",,,,Unknown
PA,12,12,PA-12,4,4,2648925,27571,35.0,1348308,209,528966,0,27571,0,1348099,528966,"LEE, SUMMER",D,22911,"LEE, SUMMER","HAYES, JAMES DR.",,100.0,0.0,D
PA,13,13,PA-13,3,3,300301,5550,2.0,7992,209,2647,0,0,5550,7783,2647,"JOYCE, JOHN",R,5550,"FARNHAM, ELIZABETH RHOADS","JOYCE, JOHN",,0.0,100.0,R
PA,14,14,PA-14,7,6,1316143,7800,4.0,5561,632,2219,0,0,7800,4929,2219,"RESCHENTHALER, GUY MR.",R,7800,"DZIADOS, CHRISTOPHER RYAN","RESCHENTHALER, GUY MR.","HALFHILL, ADAM SCOTT",0.0,100.0,R
PA,15,15,PA-15,3,3,1197445,22550,7.0,2983,631,2638,0,250,22300,2352,2638,"THOMPSON, GLENN MR.",R,22300,"WOMER, ZACHERAY MR.","THOMPSON, GLENN MR.",,1.1086474501108647,98.89135254988913,R
PA,16,16,PA-16,3,3,990907,10435,9.0,3256,209,1914,0,10435,0,3047,1914,"NOURI, PRESTON",D,10435,"NOURI, PRESTON","KELLY, GEORGE J JR",,100.0,0.0,D
PA,17,17,PA-17,5,4,3620785,30050,22.0,609963,537842,313048,537633,26750,3300,72121,-224585,"DELUZIO, CHRISTOPHER",D,26750,"DELUZIO, CHRISTOPHER","MERCURI, ROBERT W","CUTERI, CLAYTON ALEXANDER",89.01830282861897,10.98169717138103,D
PR,AL,0,PR-AL,11,5,3275762,2230,5.0,0,0,0,0,2230,0,0,0,"HERNANDEZ RIVERA, PABLO JOSE",D,2230,"HERNANDEZ RIVERA, PABLO JOSE","MELENDEZ, JOSE E","CRUZ VELEZ, EDGARDO; GONZALEZ COLON, JENNIFFER; RAMIREZ-FORT, MARIGDALIA KALETH DR.; ROMAN, ELMER LUIS; VILLAFANE RAMOS, WILLIAM ELY",100.0,0.0,D
RI,01,1,RI-01,8,7,2514017,29169,24.0,102583,0,30069,0,29169,0,102583,30069,"AMO, GABRIEL F",D,28169,"AMO, GABRIEL F","WATERS, ALLEN",,100.0,0.0,D
RI,02,2,RI-02,2,2,1110073,4800,2.0,1646,0,1300,0,4800,0,1646,1300,"MAGAZINER, SETH",D,4800,"MAGAZINER, SETH","CORVI, STEVEN J",,100.0,0.0,D
SC,01,1,SC-01,8,8,2436881,15750,6.0,2872347,5256133,498052,530505,50,15700,-2383786,-32453,"MACE, NANCY",R,14700,"DEFORD, WILLIAM MCADOO MAC","MACE, NANCY",,0.31746031746031744,99.68253968253968,R
SC,02,2,SC-02,5,5,414214,0,0.0,0,0,0,0,0,0,0,0,"REDMOND, HAMPTON CRAFT MR 3RD",R,0,"ROBINSON, ROGER DAVID JR","REDMOND, HAMPTON CRAFT MR 3RD",,,,Unknown
SC,03,3,SC-03,16,14,1100566,2750,5.0,1201622,366453,700,0,0,2750,835169,700,"DUNCAN, JEFFREY D MR.",R,1500,"BEST, BRYON L","DUNCAN, JEFFREY D MR.","BEDENBAUGH, MICHAEL",0.0,100.0,R
SC,04,4,SC-04,6,3,978661,1770,4.0,2257195,24000,397,0,750,1020,2233195,397,"HARVEY, KATHRYN",D,750,"HARVEY, KATHRYN","MORGAN, ADAM","GILLAN, DENNIS MARTIN MR.",42.3728813559322,57.6271186440678,Mixed
SC,05,5,SC-05,3,2,146749,0,0.0,2354,0,2354,0,0,0,2354,2354,"NORMAN, RALPH W. JR.",R,0,"HUNDLEY, EVANGELINE","NORMAN, RALPH W. JR.","TEDDER, ELIZABETH",,,Unknown
SC,06,6,SC-06,8,4,766537,4806,4.0,10,0,0,0,4300,0,10,0,"CLYBURN, JAMES E.",D,4300,"CLYBURN, JAMES E.","BUCKNER, DUKE","DIXON, GREGG; ODDO, JOSEPH",100.0,0.0,D
