cycle,week_end,tech_canonical_name,company_slug,net_total,cumulative_net_total,gross_positive,n_contributions,n_donors
2024,2024-02-04,accel,accel,7500,577639,7500,4,3
2024,2024-02-11,accel,accel,17,577656,17,1,1
2024,2024-02-18,accel,accel,0,577656,0,1,1
2024,2024-02-25,accel,accel,17,577673,17,4,2
2024,2024-03-03,accel,accel,100,577773,100,4,2
2024,2024-03-10,accel,accel,17,577790,17,1,1
2024,2024-03-17,accel,accel,3508,581298,3508,6,2
2024,2024-03-24,accel,accel,3301,584599,3301,3,2
2024,2024-03-31,accel,accel,17,584616,17,2,1
2024,2024-05-19,accel,accel,1000,585616,1000,1,1
2024,2024-06-02,accel,accel,10,585626,10,1,1
2024,2024-06-30,accel,accel,1000,586626,1000,1,1
2024,2024-07-07,accel,accel,20,586646,20,5,1
2024,2024-07-14,accel,accel,40,586686,40,4,1
2024,2024-07-21,accel,accel,25,586711,25,7,1
2024,2024-07-28,accel,accel,3550,590261,3550,5,3
2024,2024-08-04,accel,accel,1020,591281,1020,7,3
2024,2024-08-11,accel,accel,105,591386,105,3,2
2024,2024-08-18,accel,accel,523,591909,523,9,2
2024,2024-08-25,accel,accel,40,591949,40,5,2
2024,2024-09-01,accel,accel,9645,601594,9645,9,5
2024,2024-09-08,accel,accel,103420,705014,103420,11,4
2024,2024-09-15,accel,accel,1260,706274,1261,7,3
2024,2024-09-22,accel,accel,41800,748074,41800,7,3
2024,2024-09-29,accel,accel,23127,771201,23127,11,4
2024,2024-10-06,accel,accel,500173,1271374,500173,10,5
2024,2024-10-13,accel,accel,3364,1274738,3364,12,4
2024,2024-10-20,accel,accel,334,1275072,334,8,4
2024,2024-10-27,accel,accel,53,1275125,53,9,2
2024,2024-11-03,accel,accel,205,1275330,205,13,3
2024,2024-11-10,accel,accel,122,1275452,122,6,3
2024,2024-11-17,accel,accel,11,1275463,11,4,2
2024,2024-11-24,accel,accel,0,1275463,0,2,1
2024,2024-12-01,accel,accel,28,1275491,28,3,1
2024,2024-12-08,accel,accel,17,1275508,17,5,2
2024,2024-12-15,accel,accel,10,1275518,10,3,2
2024,2024-12-22,accel,accel,1,1275519,1,1,1
2024,2025-01-05,accel,accel,0,1275519,0,2,1
2024,2023-01-01,amazon,amazon,320,320,320,3,3
2024,2023-01-08,amazon,amazon,792,1112,792,18,14
2024,2023-01-15,amazon,amazon,4070,5182,4070,26,16
2024,2023-01-22,amazon,amazon,3336,8518,3336,30,19
2024,2023-01-29,amazon,amazon,2274,10792,2274,15,11
2024,2023-02-05,amazon,amazon,14655,25447,14655,69,67
2024,2023-02-12,amazon,amazon,4951,30398,4951,28,19
2024,2023-02-19,amazon,amazon,21570,51968,21570,39,32
2024,2023-02-26,amazon,amazon,10837,62805,10837,35,23
2024,2023-03-05,amazon,amazon,25766,88571,25766,126,102
2024,2023-03-12,amazon,amazon,21366,109937,21366,42,26
2024,2023-03-19,amazon,amazon,4834,114771,4834,64,54
2024,2023-03-26,amazon,amazon,22444,137215,22444,58,39
2024,2023-04-02,amazon,amazon,79577,216792,79577,346,185
2024,2023-04-09,amazon,amazon,29075,245867,29075,74,33
2024,2023-04-16,amazon,amazon,14679,260546,14679,64,50
2024,2023-04-23,amazon,amazon,9115,269661,9115,41,34
2024,2023-04-30,amazon,amazon,35865,305526,35865,209,187
2024,2023-05-07,amazon,amazon,17536,323062,17536,60,45
2024,2023-05-14,amazon,amazon,8578,331640,8578,94,84
2024,2023-05-21,amazon,amazon,6741,338381,6741,65,30
2024,2023-05-28,amazon,amazon,27727,366108,27727,103,91
2024,2023-06-04,amazon,amazon,31305,397413,31505,224,199
2024,2023-06-11,amazon,amazon,22280,419693,22280,144,106
2024,2023-06-18,amazon,amazon,18450,438143,18450,63,43
2024,2023-06-25,amazon,amazon,46322,484465,46322,166,149
2024,2023-07-02,amazon,amazon,54340,538805,54340,402,360
2024,2023-07-09,amazon,amazon,6898,545703,6898,191,153
2024,2023-07-16,amazon,amazon,15335,561038,15405,87,56
2024,2023-07-23,amazon,amazon,32400,593438,32400,196,165
2024,2023-07-30,amazon,amazon,8644,602082,8644,83,47
2024,2023-08-06,amazon,amazon,51519,653601,51519,568,493
2024,2023-08-13,amazon,amazon,4388,657989,4388,100,64
2024,2023-08-20,amazon,amazon,16811,674800,20111,232,167
2024,2023-08-27,amazon,amazon,29012,703812,29012,144,84
2024,2023-09-03,amazon,amazon,47051,750863,47554,594,560
2024,2023-09-10,amazon,amazon,11339,762202,11339,99,86
2024,2023-09-17,amazon,amazon,48111,810313,51411,274,257
2024,2023-09-24,amazon,amazon,29662,839975,29662,113,94
2024,2023-10-01,amazon,amazon,82911,922886,82911,818,770
2024,2023-10-08,amazon,amazon,4397,927283,4397,112,83
2024,2023-10-15,amazon,amazon,20382,947665,23682,303,271
2024,2023-10-22,amazon,amazon,88143,1035808,88143,95,79
2024,2023-10-29,amazon,amazon,59016,1094824,59016,312,282
2024,2023-11-05,amazon,amazon,52531,1147355,52531,657,606
2024,2023-11-12,amazon,amazon,38842,1186197,38842,307,292
2024,2023-11-19,amazon,amazon,8925,1195122,8925,104,77
2024,2023-11-26,amazon,amazon,19983,1215105,19986,290,273
2024,2023-12-03,amazon,amazon,56785,1271890,56785,665,621
2024,2023-12-10,amazon,amazon,16336,1288226,16336,303,286
2024,2023-12-17,amazon,amazon,22280,1310506,22280,148,98
2024,2023-12-24,amazon,amazon,39213,1349719,40938,337,301
2024,2023-12-31,amazon,amazon,75861,1425580,76061,678,628
2024,2024-01-07,amazon,amazon,19953,1445533,19953,62,45
2024,2024-01-14,amazon,amazon,9773,1455306,9873,72,49
2024,2024-01-21,amazon,amazon,14766,1470072,18066,70,50
2024,2024-01-28,amazon,amazon,41295,1511367,41295,112,74
2024,2024-02-04,amazon,amazon,53380,1564747,53380,206,154
2024,2024-02-11,amazon,amazon,14376,1579123,14376,88,51
2024,2024-02-18,amazon,amazon,24377,1603500,24377,107,69
2024,2024-02-25,amazon,amazon,139247,1742747,139247,128,84
2024,2024-03-03,amazon,amazon,45884,1788631,45884,231,184
2024,2024-03-10,amazon,amazon,42380,1831011,48180,141,100
2024,2024-03-17,amazon,amazon,88252,1919263,89952,174,134
2024,2024-03-24,amazon,amazon,54538,1973801,62838,167,89
2024,2024-03-31,amazon,amazon,79882,2053683,79882,421,347
2024,2024-04-07,amazon,amazon,52640,2106323,55940,159,84
2024,2024-04-14,amazon,amazon,17525,2123848,17525,168,123
2024,2024-04-21,amazon,amazon,20938,2144786,20938,140,75
2024,2024-04-28,amazon,amazon,27284,2172070,27284,201,155
2024,2024-05-05,amazon,amazon,105793,2277863,105793,362,289
2024,2024-05-12,amazon,amazon,60355,2338218,60355,202,162
2024,2024-05-19,amazon,amazon,173162,2511380,173258,169,83
2024,2024-05-26,amazon,amazon,29221,2540601,29221,258,186
2024,2024-06-02,amazon,amazon,140616,2681217,141136,622,449
2024,2024-06-09,amazon,amazon,64080,2745297,67399,317,224
2024,2024-06-16,amazon,amazon,40619,2785916,40619,182,99
2024,2024-06-23,amazon,amazon,56770,2842686,56775,308,221
2024,2024-06-30,amazon,amazon,108213,2950899,108213,717,556
2024,2024-07-07,amazon,amazon,36460,2987359,39004,402,264
2024,2024-07-14,amazon,amazon,51448,3038807,51592,298,180
2024,2024-07-21,amazon,amazon,165135,3203942,168435,704,525
2024,2024-07-28,amazon,amazon,261114,3465056,262814,784,541
2024,2024-08-04,amazon,amazon,181647,3646703,184972,1023,804
2024,2024-08-11,amazon,amazon,121765,3768468,121765,612,407
2024,2024-08-18,amazon,amazon,133458,3901926,133729,485,364
2024,2024-08-25,amazon,amazon,155803,4057729,155803,731,514
2024,2024-09-01,amazon,amazon,134040,4191769,134040,1089,863
2024,2024-09-08,amazon,amazon,122053,4313822,122099,616,431
2024,2024-09-15,amazon,amazon,225905,4539727,225905,1062,826
2024,2024-09-22,amazon,amazon,83196,4622923,83196,613,466
2024,2024-09-29,amazon,amazon,109987,4732910,109987,879,664
2024,2024-10-06,amazon,amazon,225423,4958333,225423,1400,1146
2024,2024-10-13,amazon,amazon,155588,5113921,155588,961,767
2024,2024-10-20,amazon,amazon,272782,5386703,272782,1039,798
2024,2024-10-27,amazon,amazon,176450,5563153,176450,1430,1039
2024,2024-11-03,amazon,amazon,266293,5829446,266293,2037,1472
2024,2024-11-10,amazon,amazon,50994,5880440,50994,750,594
2024,2024-11-17,amazon,amazon,7615,5888055,7615,154,110
2024,2024-11-24,amazon,amazon,14049,5902104,14054,353,313
2024,2024-12-01,amazon,amazon,57330,5959434,57590,685,637
2024,2024-12-08,amazon,amazon,18829,5978263,18829,410,378
2024,2024-12-15,amazon,amazon,5117,5983380,5165,135,82
2024,2024-12-22,amazon,amazon,11372,5994752,11372,318,287
2024,2024-12-29,amazon,amazon,8652,6003404,8775,131,85
2024,2025-01-05,amazon,amazon,49636,6053040,49636,577,562
2024,2023-01-15,amd,amd,250,250,250,1,1
2024,2023-01-29,amd,amd,5800,6050,5800,2,1
2024,2023-02-05,amd,amd,100,6150,100,1,1
2024,2023-02-12,amd,amd,100,6250,100,1,1
2024,2023-02-19,amd,amd,100,6350,100,1,1
2024,2023-03-19,amd,amd,3300,9650,3300,2,1
2024,2023-03-26,amd,amd,25100,34750,25100,2,2
2024,2023-04-02,amd,amd,7772,42522,7772,7,5
2024,2023-04-09,amd,amd,100,42622,100,1,1
2024,2023-04-16,amd,amd,83,42705,83,1,1
2024,2023-04-23,amd,amd,50,42755,50,1,1
2024,2023-04-30,amd,amd,36,42791,36,1,1
2024,2023-05-07,amd,amd,10,42801,10,1,1
2024,2023-05-14,amd,amd,785,43586,785,6,4
2024,2023-05-21,amd,amd,100,43686,100,2,1
2024,2023-05-28,amd,amd,518,44204,518,3,2
2024,2023-06-04,amd,amd,360,44564,360,3,3
2024,2023-06-11,amd,amd,1152,45716,1152,5,3
2024,2023-06-18,amd,amd,1419,47135,1419,7,5
2024,2023-06-25,amd,amd,1786,48921,1786,4,3
2024,2023-07-02,amd,amd,1906,50827,1906,9,8
2024,2023-07-09,amd,amd,1112,51939,1112,5,3
2024,2023-07-16,amd,amd,196,52135,196,4,4
2024,2023-07-23,amd,amd,1316,53451,1316,8,5
2024,2023-07-30,amd,amd,144,53595,144,3,2
2024,2023-08-06,amd,amd,2172,55767,2172,8,6
2024,2023-08-13,amd,amd,27,55794,27,1,1
2024,2023-08-20,amd,amd,233,56027,233,4,3
2024,2023-08-27,amd,amd,1204,57231,1204,3,3
2024,2023-09-03,amd,amd,1171,58402,1171,5,5
2024,2023-09-10,amd,amd,177,58579,177,3,3
2024,2023-09-17,amd,amd,221,58800,221,5,3
2024,2023-09-24,amd,amd,11249,70049,11249,8,5
2024,2023-10-01,amd,amd,26562,96611,26562,7,7
2024,2023-10-08,amd,amd,162,96773,162,5,3
2024,2023-10-15,amd,amd,110,96883,110,2,2
2024,2023-10-22,amd,amd,222,97105,222,4,3
2024,2023-10-29,amd,amd,1025,98130,1025,2,2
2024,2023-11-05,amd,amd,10173,108303,10173,8,5
2024,2023-11-12,amd,amd,531,108834,531,5,4
2024,2023-11-19,amd,amd,183,109017,183,3,2
2024,2023-11-26,amd,amd,515,109532,515,1,1
2024,2023-12-03,amd,amd,1149,110681,1149,11,7
2024,2023-12-10,amd,amd,468,111149,468,9,8
2024,2023-12-17,amd,amd,6848,117997,6848,5,5
2024,2023-12-24,amd,amd,12829,130826,12829,11,8
2024,2023-12-31,amd,amd,2111,132937,2111,10,7
2024,2024-01-07,amd,amd,2175,135112,2175,5,5
2024,2024-01-14,amd,amd,3515,138627,3515,6,6
2024,2024-01-21,amd,amd,1000,139627,1000,1,1
2024,2024-01-28,amd,amd,1523,141150,1523,7,5
2024,2024-02-04,amd,amd,487,141637,487,6,4
2024,2024-02-11,amd,amd,3127,144764,3127,8,8
2024,2024-02-18,amd,amd,1850,146614,1850,10,7
2024,2024-02-25,amd,amd,51831,198445,51831,9,8
2024,2024-03-03,amd,amd,13076,211521,13076,15,7
2024,2024-03-10,amd,amd,7899,219420,7899,14,10
2024,2024-03-17,amd,amd,103521,322941,103521,8,5
2024,2024-03-24,amd,amd,8943,331884,8943,8,7
2024,2024-03-31,amd,amd,5667,337551,5667,9,5
2024,2024-04-07,amd,amd,8382,345933,8382,11,6
2024,2024-04-14,amd,amd,319,346252,319,4,4
2024,2024-04-21,amd,amd,27004,373256,27004,14,14
2024,2024-04-28,amd,amd,5119,378375,5119,3,3
2024,2024-05-05,amd,amd,2634,381009,2634,12,9
2024,2024-05-12,amd,amd,5346,386355,5346,7,7
2024,2024-05-19,amd,amd,6649,393004,6649,15,13
2024,2024-05-26,amd,amd,1334,394338,1334,6,5
2024,2024-06-02,amd,amd,15212,409550,15212,23,17
2024,2024-06-09,amd,amd,6644,416194,6644,15,12
2024,2024-06-16,amd,amd,2756,418950,2756,16,13
2024,2024-06-23,amd,amd,1429,420379,1429,8,8
2024,2024-06-30,amd,amd,9385,429764,9385,23,17
2024,2024-07-07,amd,amd,5517,435281,5517,16,12
2024,2024-07-14,amd,amd,7290,442571,7290,18,14
2024,2024-07-21,amd,amd,7519,450090,8219,28,18
2024,2024-07-28,amd,amd,17848,467938,17848,38,33
2024,2024-08-04,amd,amd,9025,476963,9025,25,21
2024,2024-08-11,amd,amd,11217,488180,11217,40,33
2024,2024-08-18,amd,amd,8188,496368,8188,34,25
2024,2024-08-25,amd,amd,18045,514413,18045,58,47
2024,2024-09-01,amd,amd,2824,517237,2824,23,17
2024,2024-09-08,amd,amd,8408,525645,8408,45,25
2024,2024-09-15,amd,amd,18596,544241,18596,70,39
2024,2024-09-22,amd,amd,19675,563916,19675,48,31
2024,2024-09-29,amd,amd,7011,570927,7011,44,28
2024,2024-10-06,amd,amd,9774,580701,9774,48,29
2024,2024-10-13,amd,amd,19137,599838,19137,63,41
2024,2024-10-20,amd,amd,36950,636788,37150,97,55
2024,2024-10-27,amd,amd,10076,646864,10126,76,46
2024,2024-11-03,amd,amd,16889,663753,16889,112,60
2024,2024-11-10,amd,amd,2535,666288,2535,32,23
2024,2024-11-17,amd,amd,86,666374,136,4,4
2024,2024-11-24,amd,amd,1929,668303,1929,17,14
2024,2024-12-01,amd,amd,120,668423,120,4,2
2024,2024-12-08,amd,amd,960,669383,960,12,8
2024,2024-12-15,amd,amd,132,669515,132,4,2
2024,2024-12-22,amd,amd,333,669848,333,5,4
2024,2024-12-29,amd,amd,5200,675048,5200,2,2
2024,2025-01-05,amd,amd,1725,676773,1725,4,4
2024,2023-01-15,anduril,anduril,5000,5000,5000,1,1
2024,2023-02-05,anduril,anduril,7900,12900,7900,2,2
2024,2023-02-12,anduril,anduril,200000,212900,200000,1,1
2024,2023-02-19,anduril,anduril,6600,219500,6600,2,1
2024,2023-03-05,anduril,anduril,72503,292003,72503,10,2
2024,2023-03-12,anduril,anduril,25700,317703,25700,6,1
2024,2023-03-19,anduril,anduril,500,318203,500,1,1
2024,2023-03-26,anduril,anduril,106600,424803,106600,40,5
2024,2023-04-02,anduril,anduril,27100,451903,27100,10,2
2024,2023-04-23,anduril,anduril,1500,453403,1500,1,1
2024,2023-05-07,anduril,anduril,2550,455953,2550,5,3
2024,2023-05-14,anduril,anduril,3800,459753,3800,2,2
2024,2023-05-28,anduril,anduril,500,460253,500,1,1
2024,2023-06-04,anduril,anduril,3300,463553,3300,1,1
2024,2023-06-11,anduril,anduril,4850,468403,4850,3,3
2024,2023-06-18,anduril,anduril,1000,469403,1000,1,1
2024,2023-06-25,anduril,anduril,1000,470403,1000,1,1
2024,2023-07-02,anduril,anduril,25400,495803,25400,2,2
2024,2023-07-09,anduril,anduril,50,495853,50,1,1
2024,2023-07-30,anduril,anduril,25,495878,25,1,1
2024,2023-08-06,anduril,anduril,50,495928,50,1,1
2024,2023-08-20,anduril,anduril,2500,498428,2500,1,1
2024,2023-08-27,anduril,anduril,3300,501728,3300,1,1
2024,2023-09-03,anduril,anduril,75,501803,75,2,2
2024,2023-09-10,anduril,anduril,1000,502803,1000,2,1
2024,2023-09-17,anduril,anduril,1000,503803,1000,1,1
2024,2023-09-24,anduril,anduril,11100,514903,11100,8,5
2024,2023-10-01,anduril,anduril,48875,563778,48875,7,6
2024,2023-10-08,anduril,anduril,8850,572628,8850,3,3
2024,2023-10-15,anduril,anduril,500,573128,500,1,1
2024,2023-10-22,anduril,anduril,7250,580378,7250,4,2
2024,2023-10-29,anduril,anduril,1525,581903,1525,2,2
2024,2023-11-05,anduril,anduril,8450,590353,8450,4,3
2024,2023-11-12,anduril,anduril,2500,592853,2500,1,1
2024,2023-12-03,anduril,anduril,21375,614228,21375,9,8
2024,2023-12-17,anduril,anduril,500,614728,500,1,1
2024,2023-12-24,anduril,anduril,15600,630328,15600,5,5
2024,2023-12-31,anduril,anduril,9125,639453,9125,4,3
2024,2024-01-28,anduril,anduril,53300,692753,53300,2,1
2024,2024-02-04,anduril,anduril,5000,697753,5000,2,1
2024,2024-02-11,anduril,anduril,2000,699753,2000,1,1
2024,2024-02-18,anduril,anduril,3800,703553,3800,2,2
2024,2024-03-03,anduril,anduril,59400,762953,69300,21,5
2024,2024-03-10,anduril,anduril,66900,829853,66900,7,2
2024,2024-03-17,anduril,anduril,10500,840353,10500,10,3
2024,2024-03-24,anduril,anduril,6600,846953,9900,3,1
2024,2024-03-31,anduril,anduril,48800,895753,52800,22,3
2024,2024-04-07,anduril,anduril,37028,932781,37028,12,4
2024,2024-04-28,anduril,anduril,20,932801,20,1,1
2024,2024-05-05,anduril,anduril,-2750,930051,7150,7,3
2024,2024-05-12,anduril,anduril,500,930551,500,1,1
2024,2024-05-26,anduril,anduril,3000,933551,3000,2,2
2024,2024-06-02,anduril,anduril,657,934208,3957,8,5
2024,2024-06-16,anduril,anduril,1000,935208,1000,1,1
2024,2024-06-23,anduril,anduril,3000,938208,3000,2,2
2024,2024-06-30,anduril,anduril,201250,1139458,201250,3,3
2024,2024-07-07,anduril,anduril,50,1139508,50,1,1
2024,2024-07-21,anduril,anduril,250,1139758,250,1,1
2024,2024-07-28,anduril,anduril,5722,1145480,5722,15,3
2024,2024-08-04,anduril,anduril,21082,1166562,21082,6,4
2024,2024-08-11,anduril,anduril,145,1166707,145,3,2
2024,2024-08-18,anduril,anduril,5000,1171707,5000,1,1
2024,2024-08-25,anduril,anduril,1000,1172707,1000,1,1
2024,2024-09-01,anduril,anduril,5347,1178054,5347,4,4
2024,2024-09-08,anduril,anduril,3372,1181426,3372,3,3
2024,2024-09-15,anduril,anduril,16670,1198096,16670,5,4
2024,2024-09-22,anduril,anduril,176875,1374971,176875,56,9
2024,2024-09-29,anduril,anduril,500093,1875064,500093,4,3
2024,2024-10-06,anduril,anduril,150217,2025281,150217,8,7
2024,2024-10-13,anduril,anduril,46475,2071756,46475,19,9
2024,2024-10-20,anduril,anduril,28325,2100081,28325,15,9
2024,2024-10-27,anduril,anduril,50175,2150256,50175,5,5
2024,2024-11-03,anduril,anduril,622,2150878,622,5,5
2024,2024-11-10,anduril,anduril,1744,2152622,1744,4,4
2024,2024-11-17,anduril,anduril,1500,2154122,1500,1,1
2024,2024-11-24,anduril,anduril,6525,2160647,6525,4,4
2024,2024-12-08,anduril,anduril,100,2160747,100,2,2
2024,2024-12-15,anduril,anduril,11575,2172322,11575,5,5
2024,2024-12-22,anduril,anduril,12350,2184672,12350,8,8
2024,2024-12-29,anduril,anduril,3000,2187672,3000,2,2
2024,2025-01-05,anduril,anduril,5000,2192672,5000,2,2
2024,2023-06-11,anthropic,anthropic,250,250,250,1,1
2024,2024-02-04,anthropic,anthropic,2400,2650,2400,8,1
2024,2024-02-18,anthropic,anthropic,100,2750,100,1,1
2024,2024-03-10,anthropic,anthropic,258,3008,258,1,1
2024,2024-06-16,anthropic,anthropic,250,3258,250,1,1
2024,2024-06-23,anthropic,anthropic,25,3283,25,1,1
2024,2024-07-21,anthropic,anthropic,7600,10883,7600,5,5
2024,2024-07-28,anthropic,anthropic,12028,22911,13728,12,9
2024,2024-08-11,anthropic,anthropic,6088,28999,6088,6,4
2024,2024-08-18,anthropic,anthropic,7257,36256,7257,2,2
2024,2024-08-25,anthropic,anthropic,1275,37531,1275,3,2
2024,2024-09-01,anthropic,anthropic,3089,40620,3089,2,2
2024,2024-09-08,anthropic,anthropic,4270,44890,4270,5,4
2024,2024-09-15,anthropic,anthropic,6531,51421,6531,6,4
2024,2024-09-22,anthropic,anthropic,916,52337,916,3,3
2024,2024-09-29,anthropic,anthropic,3300,55637,3300,1,1
2024,2024-10-06,anthropic,anthropic,9920,65557,9920,5,4
2024,2024-10-13,anthropic,anthropic,1110,66667,1110,3,3
2024,2024-10-20,anthropic,anthropic,50,66717,50,1,1
2024,2024-10-27,anthropic,anthropic,1503,68220,1503,7,6
2024,2024-11-03,anthropic,anthropic,4650,72870,4650,7,7
2024,2024-11-10,anthropic,anthropic,250,73120,250,1,1
2024,2024-11-24,anthropic,anthropic,25,73145,25,1,1
2024,2024-12-15,anthropic,anthropic,10000,83145,10000,2,2
2024,2021-01-17,apple,apple,25,25,25,1,1
2024,2023-01-01,apple,apple,5,30,5,1,1
2024,2023-01-08,apple,apple,217,247,217,11,10
2024,2023-01-15,apple,apple,12047,12294,12047,24,22
2024,2023-01-22,apple,apple,25375,37669,25375,12,11
2024,2023-01-29,apple,apple,9668,47337,9668,18,16
2024,2023-02-05,apple,apple,7051,54388,7051,25,23
2024,2023-02-12,apple,apple,15346,69734,15346,19,15
2024,2023-02-19,apple,apple,2652,72386,2652,26,19
2024,2023-02-26,apple,apple,10845,83231,10845,25,17
2024,2023-03-05,apple,apple,12671,95902,12671,36,28
2024,2023-03-12,apple,apple,3698,99600,3698,19,17
2024,2023-03-19,apple,apple,6698,106298,6698,39,31
2024,2023-03-26,apple,apple,6192,112490,6192,31,28
2024,2023-04-02,apple,apple,18954,131444,18954,90,38
2024,2023-04-09,apple,apple,7382,138826,7382,26,23
2024,2023-04-16,apple,apple,3804,142630,3804,26,22
2024,2023-04-23,apple,apple,3703,146333,3703,44,28
2024,2023-04-30,apple,apple,6471,152804,6471,35,26
2024,2023-05-07,apple,apple,6396,159200,6396,37,27
2024,2023-05-14,apple,apple,10339,169539,10589,40,29
