employer,include,canonical_name,sector,notes,matched_searches
OPEN AIR ARCHITECTURE,FALSE,,,,openai
ORACLE CAPITAL LLC,FALSE,,,,oracle
ORACLE CONSTRUCTION,FALSE,,,,oracle
ORACLE ELECTRIC SERVICE,FALSE,,,maybe,oracle
ORACLE ELEVATOR,FALSE,,,,oracle
ORACLE ENCODER,FALSE,,,,oracle
ORACLE ENERGY AND WATER,FALSE,,,maybe,oracle
ORACLE FINANCIAL SOLUTIONS,FALSE,,,,oracle
ORACLE FOOD,FALSE,,,,oracle
ORACLE FORENSICS,FALSE,,,,oracle
ORACLE GLOBAL SERVICES CR,FALSE,,,maybe,oracle
ORACLE HOSPITALITY,FALSE,,,,oracle
ORACLE INS GROUP,FALSE,,,,oracle
ORACLE INVESTMENT MANAGEMENT,FALSE,,,,oracle
ORACLE INVESTMENT MGT,FALSE,,,,oracle
ORACLE LAND & HOMES,FALSE,,,,oracle
ORACLE LIGHTING OF HOUSTON,FALSE,,,,oracle
ORACLE SAFETY CONSULTING,FALSE,,,,oracle
ORACLE STRATEGIES,FALSE,,,,oracle
ORACLE UTILITIES,FALSE,,,,oracle
PAMELA MURRAY/ PHILANTHROPIC ADVISOR,FALSE,,,,anthropic
PERSHING SQUARE CAPITAL MANAGEMENT,FALSE,,hedge fund,bill ackman,block_inc
PHILANTHROPIC ADVISORS,FALSE,,,,anthropic
PHILANTHROPIC FOUNDATION,FALSE,,,,anthropic
PHILANTHROPIC ORGANIZATION,FALSE,,,,anthropic
"PHILANTHROPIC SOLUTIONS, LTD",FALSE,,,,anthropic
PHILANTHROPIC VENTURES FOUNDATION,FALSE,,,,anthropic
PT PHILANTHROPIC,FALSE,,,,anthropic
QUICK STRIPE PARING,FALSE,,,,stripe
QUINN'S HOUSE AMAZON INC,FALSE,,,,amazon
"QUINN'S HOUSE AMAZON, INC",FALSE,,,,amazon
RED APPLE GROUP,FALSE,,,,apple
RED STRIPE PLANE GROUP,FALSE,,,,stripe
RETIRED - AT&T,FALSE,,,RETIRED,att
RETIRED AT&T,FALSE,,,RETIRED,att
RETIRED ATT,FALSE,,,RETIRED,att
RETIRED FROM APPLE INC,FALSE,,,RETIRED,apple
RETIRED FROM AT&T,FALSE,,,RETIRED,att
RETIRED FROM GOOGLE,FALSE,,,RETIRED,google
RETIRED FROM LAWRENCE UNIVERSITY APPLE,FALSE,,,RETIRED,apple
RETIRED GOV (INTEL COMMUNITY),FALSE,,,RETIRED,intel
RETIRED IBM,FALSE,,,RETIRED,ibm
RETIRED VERIZON,FALSE,,,RETIRED,verizon
"ROBINHOOD MARKETS, INC.",FALSE,,fintech,,robinhood
ROC2 (GOOGLE IT),FALSE,,,,google
ROCKEFELLER PHILANTHROPIC ADVISORS,FALSE,,,,anthropic
ROOTED PHILANTHROPIC,FALSE,,,,anthropic
RUTH MAZUREK,FALSE,,,,microsoft
S. FLA. PHILANTHROPIC CONSULTING SERVI,FALSE,,,,anthropic
SOCIAL ENTERPRISE/PHILANTHROPIC/PUBLIC,FALSE,,,,anthropic
SQUARE D CO. RETIRED,FALSE,,,RETIRED,block_inc
STRATEGIC PHILANTHROPIC CONSULTING,FALSE,,,,anthropic
STRIPE RITE INC,FALSE,,,,stripe
STRIPE SPECIALIST LLC,FALSE,,,,stripe
SUPER SEAL AND STRIPE,FALSE,,,,stripe
TESLA COIL WORKS,FALSE,,,,tesla
TESLA REALTY,FALSE,,,,tesla
TESLA REALTY GROUP LLC,FALSE,,,,tesla
THE PHILANTHROPIC GROUP,FALSE,,,,anthropic
THE PHILANTHROPIC INITIATIV E,FALSE,,,,anthropic
THE PHILANTHROPIC INITIATIVE,FALSE,,,,anthropic
THE WETLANDS CHILDCARE CENTER GOOGLE,FALSE,,,,google
TIDES -PHILANTHROPIC INITIATIVE FOR RA,FALSE,,,,anthropic
TSM CORPORATION,FALSE,,,,tsmc
VALMARK ADVISERS - ORACLE FINANCIAL SO,FALSE,,,,oracle
VERY LIBERAL LAW FIRM IN TIMES SQUARE,FALSE,,,,block_inc
VISIONARY PHILANTHROPIC CONSULTANTS,FALSE,,,,anthropic
WAYMON LYNCH & ASSOCIATES INC,FALSE,,,,google
"WAYMON LYNCH & ASSOCIATES, INC",FALSE,,,,google
WAYMON LYNCH INSURANCE AGENCY,FALSE,,,,google
WAYMOUTH FARMS,FALSE,,,,google
WELLSPRING PHILANTHROPIC FUND,FALSE,,,,anthropic
WHITE STRIPE ANESTHESIA PLLC,FALSE,,,,stripe
WWW.LINKEDIN.COM/IN/SANDRASLATER/,FALSE,,,,microsoft
YHE PHILANTHROPIC COLLABORATIVE FOR ED,FALSE,,,,anthropic
ZOOM 7 INC,FALSE,,,,zoom
ZOOM AUTOMOTIVE LLC,FALSE,,,,zoom
ZOOM CONTRACTING,FALSE,,,,zoom
ZOOM DISPOSAL,FALSE,,,,zoom
ZOOM DISPOSAL SERVICES,FALSE,,,,zoom
"ZOOM FILM, INC.",FALSE,,,,zoom
ZOOM FILMS INC,FALSE,,,,zoom
ZOOM FILMS INC.,FALSE,,,,zoom
"ZOOM FILMS, INC.",FALSE,,,,zoom
ZOOM FOUNDATION,FALSE,,,,zoom
ZOOM INC,FALSE,,,,zoom
ZOOM LOANS,FALSE,,,,zoom
ZOOM MARKETING,FALSE,,,,zoom
ZOOM SMILE PC,FALSE,,,,zoom
ZOOM TECHNICAL SERVICES,FALSE,,,,zoom
ZOOM TELEPHONICS INC,FALSE,,,,zoom
ZOOM TELEPHONICS INC.,FALSE,,,,zoom
"ZOOM TELEPHONICS, INC.",FALSE,,,,zoom
ZOOM THRU,FALSE,,,,zoom
ZOOM TOY STORE,FALSE,,,,zoom
ZOOM VIDEO COMMUNICSTIONS INC.,FALSE,,,,zoom
ZOOM+,FALSE,,,,zoom
ZOOM+CARE,FALSE,,,,zoom
"ZOOM, INC.",FALSE,,,,zoom
"ANTHROPIC, INC",FALSE,anthropic,ai,,anthropic
BLOOMBERG,FALSE,bloomberg,tech_media,,atlassian
BLOOMBERG ASSOCIATES,FALSE,bloomberg,tech_media,,atlassian
BLOOMBERG ASSOCIATES LLC,FALSE,bloomberg,tech_media,,atlassian
BLOOMBERG BETA,FALSE,bloomberg,tech_media,,atlassian
BLOOMBERG BNA,FALSE,bloomberg,tech_media,,atlassian
BLOOMBERG BNA / SELF,FALSE,bloomberg,tech_media,,atlassian
BLOOMBERG COMPANY,FALSE,bloomberg,tech_media,,atlassian
BLOOMBERG FINANCIAL LP,FALSE,bloomberg,tech_media,,atlassian
BLOOMBERG FINANCIAL NEWS,FALSE,bloomberg,tech_media,,atlassian
BLOOMBERG FOUNDATION,FALSE,bloomberg,tech_media,,atlassian
BLOOMBERG INC,FALSE,bloomberg,tech_media,,atlassian
BLOOMBERG INC.,FALSE,bloomberg,tech_media,,atlassian
BLOOMBERG INDG,FALSE,bloomberg,tech_media,,atlassian
BLOOMBERG INDUSTRY GROUP,FALSE,bloomberg,tech_media,,atlassian
BLOOMBERG INSTITUTE,FALSE,bloomberg,tech_media,,atlassian
BLOOMBERG L. P.,FALSE,bloomberg,tech_media,,atlassian
BLOOMBERG L.P,FALSE,bloomberg,tech_media,,atlassian
BLOOMBERG L.P.,FALSE,bloomberg,tech_media,,atlassian
"BLOOMBERG LAW FIRM, P.C.",FALSE,bloomberg,tech_media,,atlassian
BLOOMBERG LLC,FALSE,bloomberg,tech_media,,atlassian
BLOOMBERG LLP,FALSE,bloomberg,tech_media,,atlassian
BLOOMBERG LP,FALSE,bloomberg,tech_media,,atlassian
BLOOMBERG LS,FALSE,bloomberg,tech_media,,atlassian
BLOOMBERG MEDIA,FALSE,bloomberg,tech_media,,atlassian
BLOOMBERG PHILANTHANIES,FALSE,bloomberg,tech_media,,atlassian
BLOOMBERG PHILANTHROPIES,FALSE,bloomberg,tech_media,,atlassian
BLOOMBERG PHILANTHROPISTS,FALSE,bloomberg,tech_media,,atlassian
BLOOMBERG TAX & ACCOUNTING,FALSE,bloomberg,tech_media,,atlassian
"BLOOMBERG, INC.",FALSE,bloomberg,tech_media,,atlassian
"BLOOMBERG, L.P.",FALSE,bloomberg,tech_media,,atlassian
"BLOOMBERG, LLC",FALSE,bloomberg,tech_media,,atlassian
"BLOOMBERG, LLP",FALSE,bloomberg,tech_media,,atlassian
"BLOOMBERG, LP",FALSE,bloomberg,tech_media,,atlassian
BLOOMBERGLP,FALSE,bloomberg,tech_media,,atlassian
BNA (NOW KNOWN AS BLOOMBERG-BNA),FALSE,bloomberg,tech_media,,atlassian
BURKHARDT PECORA BLOOMBERG,FALSE,bloomberg,tech_media,,atlassian
BURKHARDT PECORA BLOOMBERG ORTHODONTIS,FALSE,bloomberg,tech_media,,atlassian
FIERST BLOOMBERG OHM LLP,FALSE,bloomberg,tech_media,,atlassian
JOHNS HOPKINS BLOOMBERG SCHOOL OF PUBL,FALSE,bloomberg,tech_media,,atlassian
MAYOR MICHAEL R. BLOOMBERG,FALSE,bloomberg,tech_media,,atlassian
ROBERT BLOOMBERG MD,FALSE,bloomberg,tech_media,,atlassian
JOHNS HOPKINS BLOOMBERG SCHOOL OF PUB.,FALSE,other,education,,atlassian
